,0
https://safebooru.org/index.php?page=post&s=view&id=3524582,"['nijisanji', 'suzuki masaru', 'kamiyoshi rika', '1boy', ';d', 'bangs', 'black bow', 'black hair', 'black jacket', 'black skirt', 'blush', 'bow', 'brown eyes', 'crescent', 'eyebrows visible through hair', 'fang', 'frilled skirt', 'frills', 'grey hair', 'hair bow', 'heart', 'heart hands', 'jacket', 'layered skirt', 'long hair', 'long sleeves', 'looking at viewer', 'male focus', 'multicolored hair', 'one eye closed', 'open mouth', 'plaid', 'plaid background', 'shirt', 'skirt', 'sleeves past wrists', 'smile', 'solo', 'star (symbol)', 'streaked hair', 'twintails', 'very long hair', 'virtual youtuber', 'white shirt']"
https://safebooru.org/index.php?page=post&s=view&id=3524596,"['cookie (touhou)', 'touhou', 'kirisame marisa', 'johnnyyyyy', '1girl', 'bangs', 'black vest', 'blonde hair', 'blush', 'border', 'bow', 'braid', 'closed eyes', 'hair bow', 'long hair', 'no hat', 'no headwear', 'open mouth', 'outline', 'red bow', 'shirt', 'side braid', 'simple background', 'single braid', 'solo', 'star (symbol)', 'suzu (cookie)', 'turtleneck', 'upper body', 'v', 'vest', 'white border', 'white shirt', 'yellow background']"
https://safebooru.org/index.php?page=post&s=view&id=3524591,"['moldiver', 'oozora mirai', 'racequeen', 'shirase mao', '1990s (style)', 'long hair', 'one-piece swimsuit', 'swimsuit', 'very long hair']"
https://safebooru.org/index.php?page=post&s=view&id=3524580,"['girls und panzer', 'anchovy (girls und panzer)', '1girl', ':o', 'bangs', 'black ribbon', 'black shorts', 'breasts', 'casual', 'checkered', 'checkered shirt', 'drill hair', 'eyebrows visible through hair', 'green hair', 'hair ribbon', 'hands in hair', 'highres', 'invisible chair', 'long hair', 'looking at viewer', 'medium breasts', 'meiya', 'parted lips', 'red eyes', 'ribbon', 'shadow', 'shirt', 'short shorts', 'shorts', 'simple background', 'sitting', 'solo', 'tied shirt', 'twin drills', 'twintails', 'white background', 'white ribbon']"
https://safebooru.org/index.php?page=post&s=view&id=3524575,"['arknights', 'siege (arknights)', 'nanaponi', '1girl', 'animal ears', 'bangs', 'black choker', 'black jacket', 'blonde hair', 'brown hair', 'candy', 'choker', 'cowboy shot', 'food', 'from side', 'fur-trimmed jacket', 'fur trim', 'highres', 'holding', 'holding candy', 'holding food', 'holding lollipop', 'jacket', 'lion', 'lion ears', 'lollipop', 'long hair', 'looking at viewer', 'looking to the side', 'midriff', 'off shoulder', 'open clothes', 'open jacket', 'open mouth', 'red shorts', 'short shorts', 'shorts', 'solo', 'standing', 'tank top', 'underwear', 'weapon', 'white tank top']"
https://safebooru.org/index.php?page=post&s=view&id=3524567,"['arknights', 'w (arknights)', 'nanaponi', '1girl', ':d', 'ahoge', 'antennae', 'bandaged leg', 'bandages', 'bangs', 'bar', 'black footwear', 'black gloves', 'black jacket', 'black skirt', 'breasts', 'controller', 'demon tail', 'fingerless gloves', 'gloves', 'grey legwear', 'grey shirt', 'hair between eyes', 'highres', 'holding', 'holding controller', 'horns', 'indoors', 'jacket', 'knee up', 'long sleeves', 'looking at viewer', 'medium breasts', 'miniskirt', 'open clothes', 'open jacket', 'open mouth', 'pantyhose', 'red eyes', 'shirt', 'shoes', 'short hair', 'silver hair', 'sitting', 'skirt', 'smile', 'solo', 'tail', 'thighs']"
https://safebooru.org/index.php?page=post&s=view&id=3524562,"['arknights', 'angelina (arknights)', 'nanaponi', '1girl', 'animal ears', 'brown hair', 'fox ears', 'from side', 'grey shirt', 'highres', 'infection monitor (arknights)', 'jacket', 'long hair', 'looking at viewer', 'open clothes', 'open jacket', 'orange eyes', 'parted lips', 'profile', 'shirt', 'sideways glance', 'simple background', 'solo', 'twintails', 'upper body', 'white background', 'white jacket']"
https://safebooru.org/index.php?page=post&s=view&id=3524595,"['azur lane', '1girl', 'august von parseval (azur lane)', 'bare arms', 'bare shoulders', 'black legwear', 'blush', 'breasts', 'gloves', 'hair ornament', 'hair over one eye', 'highres', 'horns', 'large breasts', 'long hair', 'looking at viewer', 'one eye covered', 'parted lips', 'purple hair', 'showerz', 'sitting', 'solo', 'thigh-highs', 'thighs', 'white gloves', 'violet eyes']"
https://safebooru.org/index.php?page=post&s=view&id=3524577,"['nijisanji', 'suzuki masaru', 'kamiyoshi rika', 'bangs', 'black hair', 'black kimono', 'brown eyes', 'covered mouth', 'egasumi', 'eyebrows visible through hair', 'fan', 'flower', 'folding fan', 'frilled sleeves', 'frills', 'hair between eyes', 'highres', 'holding', 'holding fan', 'japanese clothes', 'kimono', 'long hair', 'long sleeves', 'looking at viewer', 'multicolored hair', 'petals', 'silver hair', 'sleeves past wrists', 'streaked hair', 'tree branch', 'twintails', 'upper body', 'virtual youtuber', 'white flower', 'wide sleeves']"
https://safebooru.org/index.php?page=post&s=view&id=3524579,"['nijisanji', 'suzuki masaru', 'kamiyoshi rika', '1boy', ';d', 'bangs', 'black collar', 'black hair', 'black jacket', 'blush', 'brown eyes', 'collar', 'cropped torso', 'dated', 'eyebrows visible through hair', 'grey hair', 'hair between eyes', 'hand up', 'hood', 'hood down', 'hooded jacket', 'jacket', 'long sleeves', 'male focus', 'multicolored hair', 'one eye closed', 'open mouth', 'shirt', 'smile', 'solo', 'streaked hair', 'two-tone background', 'upper body', 'v', 'virtual youtuber', 'white background', 'white shirt', 'yellow background']"
https://safebooru.org/index.php?page=post&s=view&id=3437295,"['touhou', 'kasodani kyouko', 'mystia lorelei', 'uisu (noguchipint)', '2girls', ':d', 'ahoge', 'animal ears', 'bangs', 'bird ears', 'bird wings', 'blush', 'breasts', 'brown headwear', 'choujuu gigaku', 'collarbone', 'dress', 'earrings', 'eyebrows visible through hair', 'fang', 'green eyes', 'green hair', 'hair between eyes', 'hat', 'jewelry', 'juliet sleeves', 'long sleeves', 'looking at viewer', 'medium breasts', 'multiple girls', 'open mouth', 'pink dress', 'pink hair', 'puffy sleeves', 'simple background', 'single earring', 'small breasts', 'smile', 'upper body', 'wavy hair', 'white background', 'wing collar', 'wings']"
https://safebooru.org/index.php?page=post&s=view&id=3437294,"['touhou', 'izayoi sakuya', 'kuro kosyou', '1girl', 'apron', 'bangs', 'blue background', 'blue dress', 'blue eyes', 'bow', 'braid', 'circle', 'cowboy shot', 'dress', 'eyebrows visible through hair', 'frilled apron', 'frills', 'green bow', 'hair between eyes', 'hair bow', 'holding', 'holding knife', 'knife', 'maid', 'maid apron', 'maid headdress', 'medium hair', 'puffy short sleeves', 'puffy sleeves', 'short sleeves', 'silver hair', 'solo', 'twin braids', 'white background']"
https://safebooru.org/index.php?page=post&s=view&id=3437284,"['vocaloid', 'megurine luka', 'shigure ui', '1girl', 'armpits', 'bangs', 'bare shoulders', 'black sleeves', 'blue eyes', 'blush', 'collarbone', 'detached sleeves', 'dress', 'gloves', 'hair ornament', 'half gloves', 'hands on hips', 'highres', 'long hair', 'looking at viewer', 'miku symphony (vocaloid)', 'pink background', 'pink hair', 'simple background', 'sleeveless', 'sleeveless dress', 'smile', 'solo', 'sparkle', 'very long hair', 'white gloves']"
https://safebooru.org/index.php?page=post&s=view&id=3437299,"['hololive', 'oozora subaru', 'shigure ui', '1girl', 'bangs', 'black hair', 'blurry', 'blurry background', 'blush', 'clenched hand', 'closed eyes', 'collarbone', 'highres', 'holding', 'open mouth', 'short hair', 'solo', 'sportswear', 'upper body']"
https://safebooru.org/index.php?page=post&s=view&id=3437290,"['genshin impact', 'guin guin', '+++', '0 0', '1girl', ':d', 'animal ears', 'bangs', 'baron bunny (genshin impact)', 'blush', 'brown hair', 'english commentary', 'eyebrows behind hair', 'fake animal ears', 'fang', 'hair between eyes', 'holding', 'long hair', 'open mouth', 'simple background', 'smile', 'solo', 'upper body', 'white background', 'rabbit ears']"
https://safebooru.org/index.php?page=post&s=view&id=3437269,"['boruto: naruto next generations', 'mitsuki (naruto)', 'uchiha sarada', '1boy', '1girl', 'black hair']"
https://safebooru.org/index.php?page=post&s=view&id=3437293,"['pokemon', 'pokemon (game)', 'pokemon sm', 'character request', 'lillie (pokemon)', 'selene (pokemon)', 'mizuumi (bb)', '2girls', 'beanie', 'black eyes', 'black hair', 'blonde hair', 'eyebrows visible through hair', 'hat', 'highres', 'holding', 'holding poke ball', 'looking at viewer', 'multiple girls', 'open mouth', 'poke ball', 'poke ball (basic)', 'pokemon (creature)', 'ponytail', 'red headwear', 'shirt', 'smile', 'teeth', 'thumbs up', 'tied shirt', 'upper teeth', 'v', 'white shirt', 'yellow shirt']"
https://safebooru.org/index.php?page=post&s=view&id=3437282,"['arknights', 'eyjafjalla (arknights)', 'yuuki mix', '1girl', 'ahoge', 'animal ears', 'bangs', 'black legwear', 'blush', 'bottle', 'brown hair', 'character name', 'dress', 'expressionless', 'full body', 'highres', 'holding', 'holding staff', 'horns', 'infection monitor (arknights)', 'long hair', 'long sleeves', 'looking at viewer', 'open mouth', 'qr code', 'red eyes', 'reflection', 'rhodes island logo', 'sheep ears', 'sheep horns', 'solo', 'staff', 'standing', 'thigh-highs', 'very long hair']"
https://safebooru.org/index.php?page=post&s=view&id=3437292,"['hololive', 'nakiri ayame', 'shigure ui', '1girl', 'bangs', 'blush', 'collarbone', 'cowboy shot', 'fang', 'grey hair', 'hair ornament', 'hat', 'highres', 'horns', 'kindergarten uniform', 'looking at viewer', 'name tag', 'navel', 'open clothes', 'pink background', 'red eyes', 'school hat', 'simple background', 'solo', 'younger']"
https://safebooru.org/index.php?page=post&s=view&id=3437270,"['umamusume', 'gold ship (umamusume)', 'sofra', '1girl', 'animal ears', 'arm behind head', 'arms up', 'bangs', 'black headwear', 'blush', 'closed eyes', 'ear covers', 'eyebrows visible through hair', 'hat', 'highres', 'horse ears', 'jacket', 'long hair', 'long sleeves', 'mini hat', 'open mouth', 'purple jacket', 'signature', 'simple background', 'solo', 'stretch', 'track jacket', 'twitter username', 'very long hair', 'white background', 'white hair']"
https://safebooru.org/index.php?page=post&s=view&id=3507523,"['samsung', 'samsung sam', 'sylphy (user nngk5244)', '1girl', 'beach', 'bikini', 'blue eyes', 'blue nails', 'breasts', 'brown hair', 'cellphone', 'highres', 'looking at viewer', 'mole', 'mole under eye', 'navel', 'phone', 'shirt', 'smartphone', 'solo', 'swimsuit', 'underwear']"
https://safebooru.org/index.php?page=post&s=view&id=3507524,"['kuri giepi', '1girl', ':3', 'ahoge', 'amakawa hano', 'bangs', 'blonde hair', 'blush', 'bow', 'collarbone', 'eyebrows visible through hair', 'flat chest', 'green hair', 'hair bow', 'highres', 'hood', 'hoodie', 'looking up', 'lying', 'multicolored hair', 'off shoulder', 'on back', 're:act', 'romper', 'side bun', 'skindentation', 'solo', 'streaked hair', 'stuffed animal', 'stuffed bunny', 'stuffed toy', 'thigh strap', 'virtual youtuber', 'white bow', 'yellow hoodie', 'violet eyes']"
https://safebooru.org/index.php?page=post&s=view&id=3507535,"['fate/grand order', 'fate (series)', 'artoria pendragon (all)', 'saber alter', 'kesoshirou', '1girl', 'ass', 'back', 'bent over', 'blonde hair', 'blush', 'breasts', 'looking at viewer', 'midriff', 'open mouth', 'shorts', 'solo', 'sweat', 'tank top', 'towel', 'yellow eyes']"
https://safebooru.org/index.php?page=post&s=view&id=3507513,"['arknights', '2girls', 'black border', 'black gloves', 'black horns', 'black ribbon', 'blonde hair', 'blue eyes', 'blush stickers', 'border', 'closed mouth', 'collarbone', 'dress', 'dutch angle', 'eyebrows visible through hair', 'gloves', 'goggles', 'goggles around neck', 'grey hair', 'grey jacket', 'grey sweater', 'hat', 'holding', 'holding staff', 'horn ornament', 'horn ribbon', 'horns', 'jacket', 'long hair', 'long sleeves', 'looking at viewer', 'medium hair', 'multiple girls', 'nightingale (arknights)', 'off-shoulder jacket', 'open clothes', 'open jacket', 'orange eyes', 'owl ears', 'parted lips', 'ptilopsis (arknights)', 'ribbed sweater', 'ribbon', 'sideways glance', 'staff', 'sweater', 'turtleneck', 'turtleneck sweater', 'vegetable osamuta', 'white dress', 'white headwear', 'sleeveless sweater']"
https://safebooru.org/index.php?page=post&s=view&id=3507541,"['vocaloid', 'kagamine rin', '1girl', 'aqua eyes', 'arm warmers', 'bangs', 'bare shoulders', 'belt', 'black collar', 'black shorts', 'blonde hair', 'bokarokaku', 'bow', 'collar', 'cowboy shot', 'crop top', 'fang', 'hair bow', 'hair ornament', 'hairclip', 'headphones', 'headset', 'heart', 'highres', 'neckerchief', 'open mouth', 'sailor collar', 'school uniform', 'shirt', 'short hair', 'short shorts', 'shorts', 'sketch', 'skin fang', 'sleeveless', 'sleeveless shirt', 'smile', 'solo', 'standing', 'stretch', 'swept bangs', 'white bow', 'white shirt', 'yellow neckwear']"
https://safebooru.org/index.php?page=post&s=view&id=3507537,"['touhou', 'hakurei reimu', 'kirisame marisa', '2girls', 'apron', 'bangs', 'bare shoulders', 'black dress', 'black footwear', 'black headwear', 'blonde hair', 'bow', 'brown eyes', 'brown footwear', 'brown hair', 'chibi', 'dress', 'eyebrows visible through hair', 'eyes visible through hair', 'grass', 'green bow', 'green neckwear', 'hair between eyes', 'hair bow', 'hair tubes', 'hat', 'highres', 'long sleeves', 'looking at viewer', 'multiple girls', 'red bow', 'red dress', 'shoes', 'short hair', 'short sleeves', 'signature', 'simple background', 'socks', 'standing', 'white background', 'white bow', 'white legwear', 'white sleeves', 'witch hat', 'yellow eyes', 'yellow neckwear']"
https://safebooru.org/index.php?page=post&s=view&id=3507525,"['the embodiment of scarlet devil', 'touhou', 'flandre scarlet', '1girl', 'bangs', 'blonde hair', 'bow', 'brown background', 'bubble', 'bubble background', 'crystal', 'dress', 'eyebrows visible through hair', 'eyes visible through hair', 'gradient', 'gradient background', 'hands together', 'hands up', 'hat', 'highres', 'hyaku paasento', 'looking at viewer', 'ponytail', 'red bow', 'red dress', 'red eyes', 'red ribbon', 'ribbon', 'short hair', 'short sleeves', 'smile', 'solo', 'teeth', 'white background', 'white headwear', 'white sleeves', 'wings']"
https://safebooru.org/index.php?page=post&s=view&id=3507542,"['3girls', ':d', ':o', '@ @', 'bags under eyes', 'beak', 'bed', 'bib', 'bird', 'blanket', 'blonde hair', 'blue eyes', 'body writing', 'book', 'book hug', 'bowl', 'bugle', 'catholic', 'chalk', 'chicken', 'child drawing', 'diary', 'diva (hyxpk)', 'doodle', 'doughnut', 'drawing', 'drooling', 'duck', 'duckling', 'eating', 'eggshell', 'english commentary', 'face painting', 'fedora', 'food', 'food in mouth', 'habit', 'hat', 'highres', 'holding', ""holding another's leg"", 'holding book', 'holding chalk', 'holding stuffed toy', 'little nun (diva)', 'mole', 'mole under eye', 'motion blur', 'mouth hold', 'multiple girls', 'nun', 'open mouth', 'out of frame', 'pacifier', 'paper', 'pencil', 'pillow', 'pink legwear', 'red eyes', 'redhead', 'rope', 'rope around waist', 'sleeping', 'smile', 'socks', 'standing', 'stuffed toy', 'sweat', 'sweatdrop', 'sweating profusely', 'younger', '> <']"
https://safebooru.org/index.php?page=post&s=view&id=3507526,"['idolmaster', 'idolmaster shiny colors', '2girls', 'bangs', 'blue eyes', 'blush', 'boots', 'breasts', 'brown hair', 'hood', 'hooded sweater', 'long sleeves', 'looking at viewer', 'medium breasts', 'multiple girls', 'short hair', 'skirt', 'smile', 'sweater', 'white sweater', 'yd (orange maru)', 'violet eyes']"
https://safebooru.org/index.php?page=post&s=view&id=3507516,"['azur lane', 'zuikaku (azur lane)', '1girl', 'ass', 'bangs', 'breasts', 'brown hair', 'closed mouth', 'clothes lift', 'cowboy shot', 'dress', 'dress lift', 'eyeliner', 'hair between eyes', 'hair ornament', 'hands up', 'high ponytail', 'highres', 'holding', 'holding sword', 'holding weapon', 'hood', 'japanese clothes', 'kanzashi', 'katana', 'kimono', 'large breasts', 'long hair', 'long sleeves', 'looking at viewer', 'makeup', 'makiri akira', 'open clothes', 'open kimono', 'panties', 'pom pom (clothes)', 'ponytail', 'profile', 'purple sky', 'red dress', 'sheath', 'sidelocks', 'skindentation', 'sleeveless', 'sleeveless dress', 'solo', 'standing', 'sword', 'underwear', 'unsheathing', 'very long hair', 'weapon', 'white kimono', 'white panties', 'wide sleeves', 'wind', 'wind lift', 'yellow eyes', 'clouds']"
https://safebooru.org/index.php?page=post&s=view&id=3508485,"['jujutsu kaisen', '1boy', 'bangs', 'black hair', 'black kimono', 'blood', 'blood on face', 'bloody clothes', 'bloody hands', 'ear piercing', 'getou suguru', 'grey eyes', 'hand up', 'highres', 'japanese clothes', 'jennyandloiryan', 'kimono', 'long hair', 'looking at viewer', 'male focus', 'parted lips', 'piercing', 'portrait', 'red background', 'red eyes', 'solo', 'stitches']"
https://safebooru.org/index.php?page=post&s=view&id=3508515,"['nijisanji', '1girl', 'aqua ribbon', 'artist name', 'black gloves', 'blonde hair', 'brown eyes', 'elbow gloves', 'eyebrows visible through hair', 'fairy', 'fairy wings', 'flat chest', 'forest', 'gloves', 'green skirt', 'hair behind ear', 'hair ribbon', 'halter top', 'halterneck', 'hands together', 'highres', 'long hair', 'looking at viewer', 'nature', 'nijisanji en', 'open mouth', 'pointy ears', 'pomu rainpuff', 'rayleigh scale', 'ribbon', 'sitting', 'skirt', 'smile', 'solo', 'virtual youtuber', 'wings']"
https://safebooru.org/index.php?page=post&s=view&id=3508507,"['danganronpa (series)', 'danganronpa 2: goodbye despair', 'danganronpa v3: killing harmony', 'hinata hajime', 'saihara shuuichi', '2boys', ':d', 'ahoge', 'arm around shoulder', 'bangs', 'black hair', 'black jacket', 'breast pocket', 'brown eyes', 'buttons', 'collared shirt', 'double-breasted', 'gakuran', 'green neckwear', 'grey background', 'hair between eyes', 'iumi urura', 'jacket', 'looking at viewer', 'male focus', 'multiple boys', 'necktie', 'open mouth', 'pocket', 'school uniform', 'shirt', 'short hair', 'simple background', 'smile', 'sweat', 'sweatdrop', 'upper body', 'upper teeth', 'white background', 'white shirt']"
https://safebooru.org/index.php?page=post&s=view&id=3508510,"['genshin impact', 'zhongli (genshin impact)', '1boy', 'bangs', 'black gloves', 'brown hair', 'coattails', 'earrings', 'formal', 'from behind', 'gloves', 'gradient hair', 'hair tie', 'highres', 'holding', 'holding spear', 'holding weapon', 'jacket', 'jewelry', 'long hair', 'long pants', 'long sleeves', 'male focus', 'multicolored hair', 'orange hair', 'pants', 'polearm', 'ponytail', 'simple background', 'single earring', 'solo', 'spear', 'suit', 'tassel', 'tassel earrings', 'thumb ring', 'usagi (jurijuri2311)', 'vision (genshin impact)', 'weapon', 'yellow background']"
https://safebooru.org/index.php?page=post&s=view&id=3508513,"['danganronpa (series)', 'danganronpa v3: killing harmony', 'ouma kokichi', '2boys', 'arm support', 'bangs', 'belt', 'black hair', 'black jacket', 'black pants', 'blue belt', 'cheek rest', 'closed mouth', 'dual persona', 'eyebrows visible through hair', 'game over', 'grey pants', 'hair between eyes', 'hand on own face', 'iumi urura', 'jacket', 'long sleeves', 'looking at viewer', 'lying', 'male focus', 'multiple boys', 'on back', 'open mouth', 'pale skin', 'pants', 'simple background', 'sitting', 'white background']"
https://safebooru.org/index.php?page=post&s=view&id=3508504,"['danganronpa (series)', 'danganronpa v3: killing harmony', 'ouma kokichi', '1boy', ':d', 'balloon', 'bangs', 'black hair', 'blood', 'buttons', 'checkered', 'checkered neckwear', 'checkered scarf', 'double-breasted', 'double v', 'gradient', 'gradient background', 'grey background', 'grey jacket', 'iumi urura', 'jacket', 'long sleeves', 'looking at viewer', 'male focus', 'open mouth', 'purple hair', 'scarf', 'smile', 'solo', 'tongue', 'upper teeth', 'v', 'violet eyes']"
https://safebooru.org/index.php?page=post&s=view&id=3508512,"['shoujo kageki revue starlight', 'shoujo kageki revue starlight -re live-', 'liu mei fan', 'tsuruhime yachiyo', '2girls', 'aqua eyes', 'arm support', 'bangs', 'beige jacket', 'black sweater vest', 'blackfangs', 'blush', 'brown eyes', 'closed mouth', 'clothes around waist', 'couch', 'cowboy shot', 'curtains', 'cushion', 'eye contact', 'eyebrows visible through hair', 'face-to-face', ""finger to another's chin"", 'from side', 'grey skirt', 'hair between eyes', 'hair ornament', 'hair over shoulder', 'hair ribbon', ""hand on another's chin"", ""hand on another's shoulder"", 'hand up', 'hands up', 'high ponytail', 'highres', 'indoors', 'jacket', 'jacket around waist', 'leg between thighs', 'light particles', 'light smile', 'long hair', 'long sleeves', 'looking at another', 'miniskirt', 'mole', 'mole under eye', 'multiple girls', 'on couch', 'picture frame', 'pink hair', 'plaid', 'plaid skirt', 'plant', 'profile', 'purple hair', 'red ribbon', 'ribbon', 'school uniform', 'shirt', 'side ponytail', 'sitting', 'skirt', 'sweater vest', 'white shirt', 'yuri']"
https://safebooru.org/index.php?page=post&s=view&id=3508496,"['1girl', 'ankle socks', 'black skin', 'dress', 'dynamis (artist)', 'frilled dress', 'frilled sleeves', 'frills', 'from side', 'full body', 'hand up', 'highres', 'juliet sleeves', 'kate (shadows house)', 'long hair', 'long sleeves', 'mary janes', 'puffy sleeves', 'red dress', 'red footwear', 'shadow (shadows house)', 'shadows house', 'shoes', 'simple background', 'solo', 'two side up', 'white background', 'white legwear', 'colored skin']"
https://safebooru.org/index.php?page=post&s=view&id=3508505,"['danganronpa (series)', 'danganronpa v3: killing harmony', 'ouma kokichi', '1boy', 'bangs', 'black hair', 'blood', 'blood on face', 'bloody clothes', 'buttons', 'checkered', 'checkered floor', 'checkered scarf', 'collarbone', 'double-breasted', 'frown', 'grey jacket', 'hair between eyes', 'holding', 'holding clothes', 'holding scarf', 'iumi urura', 'jacket', 'looking at viewer', 'male focus', 'scarf', 'scarf removed', 'simple background', 'solo', 'upper body', 'white background', 'violet eyes']"
https://safebooru.org/index.php?page=post&s=view&id=3508519,"['touhou', 'saigyouji yuyuko', 'yakumo yukari', 'baozishark', '2girls', 'blonde hair', 'blue headwear', 'blue kimono', 'blush', 'dress', 'elbow gloves', 'gloves', 'hat', 'highres', 'japanese clothes', 'kimono', 'kiss', 'long hair', 'long sleeves', 'multiple girls', 'pink hair', 'purple dress', 'short hair', 'short sleeves', 'white headwear', 'yuri']"
